transaction_id,customer_id,transaction_amount,transaction_type,merchant_category,transaction_time,transaction_location,customer_home_location,device_type,is_international,previous_transaction_time,account_balance,customer_avg_spend,fraud_pattern,is_fraud,mins_since_last_txn,amount_to_avg_ratio,location_mismatch,hour,balance_txn_ratio,risk_score,risk_category,predicted_fraud
TXN101963,CUST11063,853.82,UPI,Clothing,2024-01-29 16:30:27,Surat,Surat,Mobile,0,2024-01-29 04:21:27,124830.48,438.35,,0,729.0,1.9478042659974906,0,16,146.20233772926377,0,LOW,0
TXN108243,CUST10586,2711.84,Online,Pharmacy,2024-03-27 10:53:31,Kochi,Kochi,Mobile,0,2024-03-27 08:39:31,38854.79,2048.87,,0,134.0,1.3235783627072486,0,10,14.327832762994866,0,LOW,0
TXN106590,CUST11077,305.07,UPI,Entertainment,2024-10-24 08:17:26,Kochi,Kochi,Desktop,0,2024-10-23 18:11:26,14924.2,398.54,,0,846.0,0.7654689617102424,0,8,48.92057560559872,0,LOW,0
TXN108847,CUST10735,5692.01,Online,Pharmacy,2024-11-08 13:43:48,Lucknow,Lucknow,Mobile,0,2024-11-08 08:08:48,16833.32,7600.41,,0,335.0,0.7489082825794925,0,13,2.9573595267752513,0,LOW,0
TXN100321,CUST10900,11013.01,ATM,Fuel,2024-06-04 14:46:50,Kochi,Kochi,Desktop,0,2024-06-03 16:17:50,35672.19,17701.93,,0,1349.0,0.6221361173612143,0,14,3.2390953971711642,0,LOW,0
TXN102678,CUST10239,1323361.43,Online,Crypto Exchange,2024-08-27 12:28:54,Indore,Indore,Tablet,0,2024-08-27 12:24:54,2696103.0,72740.75,high_value,1,4.0,18.19284830029935,0,12,2.0373141750096195,65,MEDIUM,0
TXN104625,CUST11053,644.91,ATM,Pharmacy,2024-01-16 12:46:29,Bangalore,Bangalore,Desktop,0,2024-01-16 02:09:29,74616.77,613.55,,0,637.0,1.0511123787792356,0,12,115.70105906250485,0,LOW,0
TXN104949,CUST11026,940.88,UPI,Entertainment,2024-02-08 11:48:30,Lucknow,Lucknow,ATM Terminal,0,2024-02-08 01:41:30,31862.3,820.78,,0,607.0,1.1463242281732011,0,11,33.86436102372247,0,LOW,0
TXN108328,CUST11149,3612.94,Online,Utilities,2024-08-26 19:05:58,Mumbai,Mumbai,Desktop,0,2024-08-26 08:30:58,7506.17,3946.33,,0,635.0,0.9155189758585826,0,19,2.0775794782088823,0,LOW,0
TXN103337,CUST10348,4920.65,Online,Restaurant,2024-09-12 13:19:04,Patna,Patna,Mobile,0,2024-09-12 04:41:04,11189.72,2674.08,,0,518.0,1.8401281936217315,0,13,2.274032902157235,0,LOW,0
TXN105589,CUST10430,1696.78,ATM,Fuel,2024-05-17 20:42:49,Hyderabad,Hyderabad,Mobile,0,2024-05-17 02:44:49,10103.48,2306.55,,0,1078.0,0.735635472892415,0,20,5.954502056837068,0,LOW,0
TXN100251,CUST10928,16669.36,POS,Travel,2024-02-13 11:07:47,Chennai,Patna,ATM Terminal,0,2024-02-12 11:22:47,20029.9,9613.83,,0,1425.0,1.733893775945695,1,11,1.2015998214688506,35,MEDIUM,0
TXN103973,CUST10986,4008.12,UPI,Travel,2024-07-31 15:48:07,Bhopal,Bhopal,Mobile,0,2024-07-30 22:02:07,54178.0,3972.22,,0,1066.0,1.0090377672938557,0,15,13.517060367454068,0,LOW,0
TXN106630,CUST10625,2868.62,POS,Grocery,2024-01-22 13:03:28,Delhi,Delhi,POS Terminal,0,2024-01-22 08:16:28,108579.52,2689.35,,0,287.0,1.0666592299254467,0,13,37.850785395068016,0,LOW,0
TXN105547,CUST10027,4991.55,POS,Crypto Exchange,2024-08-07 17:27:20,Nagpur,Nagpur,Desktop,0,2024-08-07 16:11:20,107027.39,6230.42,,0,76.0,0.801157867366887,0,17,21.441714497500776,20,LOW,0
TXN100035,CUST10113,3639.24,NEFT,Luxury,2024-01-19 21:35:51,Delhi,Delhi,Desktop,0,2024-01-19 10:35:51,10493.48,1953.03,,0,660.0,1.8633815148768835,0,21,2.8834262098679946,10,LOW,0
TXN108362,CUST10785,5709.69,Online,Utilities,2024-10-29 15:09:07,Nagpur,Nagpur,Mobile,0,2024-10-28 19:37:07,11366.77,4689.67,,0,1172.0,1.217503577010749,0,15,1.9907858395114273,10,LOW,0
TXN101513,CUST10879,9920.6,Online,Grocery,2024-05-06 23:44:59,Delhi,Delhi,Mobile,0,2024-05-06 09:14:59,133183.68,12515.63,,0,870.0,0.7926568618599305,0,23,13.424962199866942,0,LOW,0
TXN109317,CUST10073,302.88,NEFT,Crypto Exchange,2024-02-06 12:41:36,Kolkata,Kolkata,Mobile,0,2024-02-05 15:51:36,9111.71,409.8,,0,1250.0,0.7390922401171303,0,12,30.08356444796619,20,LOW,0
TXN100039,CUST10089,1818.01,POS,Crypto Exchange,2024-01-04 09:59:26,Kochi,Kochi,Desktop,0,2024-01-03 22:28:26,676160.87,1316.08,,0,691.0,1.3813825907239683,0,9,371.9236252825892,20,LOW,0
TXN104819,CUST10118,61.53,POS,Electronics,2024-02-09 11:27:38,Ahmedabad,Ahmedabad,ATM Terminal,0,2024-02-08 23:50:38,36047.92,159.15,,0,697.0,0.38661639962299715,0,11,585.8592556476515,0,LOW,0
TXN103465,CUST10942,1130.36,POS,Clothing,2024-09-30 15:58:27,Dubai,Mumbai,Mobile,1,2024-09-30 04:54:27,53958.34,1751.65,,0,664.0,0.6453115633830958,1,15,47.73553558158463,30,LOW,0
TXN101760,CUST11175,12343.76,Online,Travel,2024-10-20 22:35:12,Paris,Bangalore,Desktop,1,2024-10-20 22:11:12,25948.19,6450.57,intl_combo,1,24.0,1.913592132168165,1,22,2.1021301451097556,30,LOW,0
TXN102304,CUST10391,3348.23,Online,Pharmacy,2024-06-27 21:47:42,Hyderabad,Hyderabad,Tablet,0,2024-06-27 00:35:42,50581.93,2853.32,,0,1272.0,1.1734505768718544,0,21,15.107065524172473,0,LOW,0
TXN103723,CUST10007,455.83,ATM,Electronics,2024-08-13 21:21:25,Bhopal,Bhopal,Desktop,0,2024-08-13 19:06:25,21727.88,228.17,,0,135.0,1.9977648244729806,0,21,47.666630103327996,0,LOW,0
TXN108284,CUST10499,693.57,Online,Entertainment,2024-01-01 11:08:00,Nagpur,Nagpur,POS Terminal,0,2023-12-31 17:01:00,52639.07,911.04,,0,1087.0,0.7612947839831402,0,11,75.89582882765978,0,LOW,0
TXN104993,CUST10803,1611.06,POS,Clothing,2024-06-22 20:11:13,Jaipur,Jaipur,Tablet,0,2024-06-22 09:33:13,238083.86,2094.78,,0,638.0,0.76908314954315,0,20,147.78087718644866,0,LOW,0
TXN108127,CUST10764,664.05,Online,Restaurant,2024-04-19 11:00:32,Jaipur,Jaipur,POS Terminal,0,2024-04-19 00:42:32,13518.66,1005.64,,0,618.0,0.6603257626983811,0,11,20.357894736842105,0,LOW,0
TXN103032,CUST11067,1777.63,POS,Restaurant,2024-02-17 12:01:48,Ahmedabad,Ahmedabad,Desktop,0,2024-02-16 15:28:48,17940.26,1182.22,,0,1233.0,1.5036372248820018,0,12,10.09223516704826,0,LOW,0
TXN107938,CUST10000,7527.05,NEFT,Grocery,2024-08-03 16:37:14,Hyderabad,Hyderabad,ATM Terminal,0,2024-08-03 06:00:14,30881.62,3281.5,,0,637.0,2.293783330793844,0,16,4.10275207418577,0,LOW,0
TXN103039,CUST10172,1187.25,POS,Fuel,2024-06-29 18:25:00,Indore,Ahmedabad,POS Terminal,0,2024-06-28 23:35:00,36513.64,1027.37,,0,1130.0,1.1556206624682444,1,18,30.75480311644557,15,LOW,0
TXN109655,CUST10014,381.15,POS,Crypto Exchange,2024-06-14 20:46:11,Indore,Indore,Tablet,0,2024-06-13 20:58:11,33761.99,879.39,,0,1428.0,0.43342544263637295,0,20,88.57927325200052,20,LOW,0
TXN102545,CUST10476,155.92,UPI,Utilities,2024-12-11 01:47:37,Ahmedabad,Ahmedabad,Desktop,0,2024-12-10 09:03:37,135522.56,402.68,,0,1004.0,0.3872057216648455,0,1,869.180092355054,10,LOW,0
TXN102592,CUST10580,107.09,UPI,Pharmacy,2024-10-25 16:57:23,Jaipur,Jaipur,Mobile,0,2024-10-25 12:52:23,340334.1,90.08,,0,245.0,1.1888321492007106,0,16,3178.0194229153044,0,LOW,0
TXN101188,CUST10519,3008.03,Online,Luxury,2024-07-06 11:50:44,Mumbai,Mumbai,ATM Terminal,0,2024-07-06 08:08:44,111847.5,2366.91,,0,222.0,1.2708679248471637,0,11,37.18297357406674,10,LOW,0
TXN107966,CUST10306,3125.3,UPI,Gaming,2024-08-23 06:05:48,Ahmedabad,Ahmedabad,ATM Terminal,0,2024-08-22 09:21:48,11966.28,2529.97,,0,1244.0,1.2353110906453437,0,6,3.828842031165008,10,LOW,0
TXN106077,CUST11048,5397.96,NEFT,Luxury,2024-12-21 08:15:27,Kochi,Kochi,ATM Terminal,0,2024-12-21 07:10:27,9531.87,4042.33,,0,65.0,1.3353585679546203,0,8,1.7658282017651115,20,LOW,0
TXN100107,CUST10965,413.58,Online,Pharmacy,2024-01-25 18:44:07,Bhopal,Bhopal,Desktop,0,2024-01-25 11:39:07,66904.95,413.45,,0,425.0,1.0003144273793687,0,18,161.77027419120847,0,LOW,0
TXN101315,CUST10590,1770.99,UPI,Fuel,2024-07-06 16:40:48,Surat,Surat,Tablet,0,2024-07-06 11:10:48,162565.61,2243.68,,0,330.0,0.7893237894886972,0,16,91.79363519839185,0,LOW,0
TXN108187,CUST10437,2543.31,NEFT,Grocery,2024-12-11 06:51:37,Bangalore,Bangalore,Desktop,0,2024-12-11 04:39:37,170993.05,1737.58,,0,132.0,1.4637081458119914,0,6,67.2324844395689,0,LOW,0
TXN102753,CUST10432,738.71,IMPS,Gaming,2024-05-18 10:47:03,Delhi,Delhi,Mobile,0,2024-05-17 23:06:03,19829.1,866.67,,0,701.0,0.8523544140214846,0,10,26.84287474110273,10,LOW,0
TXN109753,CUST10938,471.62,Online,Fuel,2024-08-27 07:49:18,Ahmedabad,Ahmedabad,ATM Terminal,0,2024-08-26 12:56:18,38293.65,920.94,,0,1133.0,0.5121071948226812,0,7,81.19598405495951,0,LOW,0
TXN106231,CUST10810,411.68,Online,Luxury,2024-07-12 21:16:49,Mumbai,Mumbai,Mobile,0,2024-07-12 14:36:49,8159.59,2071.29,,0,400.0,0.19875536501407337,0,21,19.820224446171785,10,LOW,0
TXN102876,CUST10841,674.3,POS,Pharmacy,2024-06-11 12:37:36,Kochi,Kochi,POS Terminal,0,2024-06-11 03:55:36,53477.89,611.28,,0,522.0,1.1030951446145791,0,12,79.30874981462257,0,LOW,0
TXN105323,CUST10428,1118.9,POS,Gaming,2024-03-24 07:13:57,Bangalore,Bangalore,Mobile,0,2024-03-23 12:09:57,47711.57,665.92,,0,1144.0,1.680231859682845,0,7,42.6414961122531,10,LOW,0
TXN100799,CUST10351,1038.7,Online,Restaurant,2024-08-11 08:43:56,Ahmedabad,Ahmedabad,Tablet,0,2024-08-10 18:26:56,7547.97,776.49,,0,857.0,1.3376862548133266,0,8,7.266746895157408,0,LOW,0
TXN103570,CUST10504,8192.39,Online,Restaurant,2024-02-22 07:52:07,Jaipur,Jaipur,ATM Terminal,0,2024-02-21 20:02:07,21818.17,6370.69,,0,710.0,1.2859501874993133,0,7,2.663224040847665,0,LOW,0
TXN102894,CUST10853,4098.63,POS,Gaming,2024-08-03 03:12:15,Lucknow,Lucknow,ATM Terminal,0,2024-08-02 08:53:15,219123.75,4052.5,,0,1099.0,1.011383096853794,0,3,53.46268143257625,20,LOW,0
TXN102927,CUST11139,5078.62,ATM,Crypto Exchange,2024-05-03 18:03:48,Chennai,Chennai,Mobile,0,2024-05-03 01:16:48,66930.8,4022.16,,0,1007.0,1.2626598643514928,0,18,13.178934434944926,20,LOW,0
TXN108178,CUST10194,2747.13,POS,Electronics,2024-03-08 13:53:22,Indore,Indore,Mobile,0,2024-03-07 21:48:22,15316.44,5656.21,,0,965.0,0.4856838766594593,0,13,5.57543327035852,0,LOW,0
TXN100971,CUST10214,3729.48,ATM,Restaurant,2024-02-19 08:21:41,Hyderabad,Hyderabad,Tablet,0,2024-02-18 20:35:41,7220.34,6438.88,,0,706.0,0.5792125338568198,0,8,1.9360178898934972,10,LOW,0
TXN106687,CUST11030,3212.27,Online,Travel,2024-06-23 10:54:40,Jaipur,Kochi,Mobile,0,2024-06-23 07:40:40,37218.61,5019.46,,0,194.0,0.63996326298048,1,10,11.586389064431073,15,LOW,0
TXN108575,CUST10865,990.1,Online,Electronics,2024-06-08 13:49:53,Delhi,Mumbai,ATM Terminal,0,2024-06-08 10:02:53,28330.48,1382.77,,0,227.0,0.7160265264649942,1,13,28.613756186243812,15,LOW,0
TXN102020,CUST10444,5706.3,UPI,Clothing,2024-05-08 18:57:38,Kolkata,Kolkata,Mobile,0,2024-05-07 22:25:38,126297.44,3673.08,,0,1232.0,1.5535463425789802,0,18,22.132982843523823,0,LOW,0
TXN109054,CUST10685,4390.25,UPI,Electronics,2024-06-17 20:02:32,Bangalore,Bangalore,Mobile,0,2024-06-17 19:55:32,8203.44,1469.19,velocity,1,7.0,2.9882111912005933,0,20,1.8685587381128639,10,LOW,0
TXN100952,CUST10331,1327.46,ATM,Restaurant,2024-05-20 14:17:29,Lucknow,Surat,Mobile,0,2024-05-20 03:08:29,14992.01,1738.36,,0,669.0,0.7636277871096897,1,14,11.293756497370918,15,LOW,0
TXN105359,CUST10284,301.23,Online,Grocery,2024-01-15 13:18:39,Nagpur,Nagpur,Desktop,0,2024-01-15 13:02:39,18399.66,191.53,,0,16.0,1.5727562261786665,0,13,61.08176476446569,0,LOW,0
TXN103857,CUST10166,1495.3,POS,Travel,2024-05-30 19:08:47,Bhopal,Bhopal,POS Terminal,0,2024-05-30 11:24:47,17346.99,1980.22,,0,464.0,0.7551181181888881,0,19,11.601009830803184,0,LOW,0
TXN105861,CUST10075,6889.67,IMPS,Travel,2024-09-05 07:20:26,Pune,Pune,Mobile,0,2024-09-05 05:33:26,37747.08,2442.05,,0,107.0,2.821264920865666,0,7,5.478793614207937,0,LOW,0
TXN103145,CUST10092,2261.01,Online,Travel,2024-09-27 14:17:22,Bhopal,Bhopal,ATM Terminal,0,2024-09-27 00:20:22,77738.11,1382.77,,0,837.0,1.63513093283771,0,14,34.38202838554451,0,LOW,0
TXN103305,CUST10257,1048.42,Online,Restaurant,2024-06-24 20:13:55,Bangalore,Bangalore,Mobile,0,2024-06-24 19:15:55,59273.23,904.95,,0,58.0,1.1585391458091607,0,20,56.53576810820091,0,LOW,0
TXN103006,CUST10126,26130.76,POS,Clothing,2024-06-25 14:12:02,Surat,Surat,Desktop,0,2024-06-25 00:27:02,131366.56,23076.9,,0,825.0,1.1323340656673988,0,14,5.027276665508389,0,LOW,0
TXN109001,CUST11125,974.64,Online,Travel,2024-09-14 13:51:12,Kolkata,Kolkata,Mobile,0,2024-09-14 06:55:12,167204.98,1551.44,,0,416.0,0.6282163667302635,0,13,171.55563079701224,0,LOW,0
TXN107770,CUST10755,876.23,POS,Restaurant,2024-01-22 01:26:08,Chennai,Chennai,POS Terminal,0,2024-01-21 21:26:08,35277.02,459.42,,0,240.0,1.9072526228723172,0,1,40.26000022825057,10,LOW,0
TXN107438,CUST10734,103.83,UPI,Grocery,2024-12-29 15:17:46,Delhi,Delhi,Tablet,0,2024-12-28 23:28:46,53429.77,430.5,,0,949.0,0.24118466898954705,0,15,514.5889434652797,0,LOW,0
TXN107942,CUST10155,2622.43,POS,Grocery,2024-07-28 07:29:16,Chennai,Chennai,POS Terminal,0,2024-07-28 01:15:16,124395.7,1392.4,,0,374.0,1.8833883941396148,0,7,47.435279492684266,0,LOW,0
TXN109238,CUST10561,4106.83,ATM,Crypto Exchange,2024-03-12 06:03:09,Hyderabad,Hyderabad,Mobile,0,2024-03-11 12:03:09,10246.43,3891.21,,0,1080.0,1.0554120697675016,0,6,2.494973008378725,20,LOW,0
TXN101056,CUST11112,1492.01,ATM,Clothing,2024-08-12 12:26:35,Bangalore,Bangalore,Desktop,0,2024-08-11 14:57:35,142728.61,829.44,,0,1289.0,1.7988160686728394,0,12,95.66196607261345,0,LOW,0
TXN103154,CUST10183,1771.33,POS,Grocery,2024-08-24 00:04:49,Hyderabad,Hyderabad,Tablet,0,2024-08-23 08:30:49,44485.18,2365.89,,0,934.0,0.7486949942727684,0,0,25.11399908543298,10,LOW,0
TXN103787,CUST10579,4287.09,Online,Crypto Exchange,2024-01-21 02:46:02,Delhi,Delhi,POS Terminal,0,2024-01-20 17:22:02,27011.35,5872.99,,0,564.0,0.7299671887743722,0,2,6.300625832441119,30,LOW,0
TXN109189,CUST10736,1876.07,POS,Pharmacy,2024-12-05 17:48:35,Nagpur,Nagpur,Mobile,0,2024-12-05 11:05:35,45611.67,1539.45,,0,403.0,1.2186625093377503,0,17,24.312349752407957,0,LOW,0
TXN107825,CUST10714,1962.5,Online,Restaurant,2024-10-03 06:45:31,Mumbai,Mumbai,Mobile,0,2024-10-02 18:15:31,20188.67,1386.44,,0,750.0,1.4154958021984363,0,6,10.287220382165604,0,LOW,0
TXN107539,CUST10944,900.76,Online,Fuel,2024-01-05 18:43:18,Nagpur,Delhi,Mobile,0,2024-01-04 20:19:18,32378.8,1023.92,,0,1344.0,0.8797171654035472,1,18,35.94608996847107,15,LOW,0
TXN107231,CUST10894,835.75,ATM,Clothing,2024-03-20 10:39:44,Indore,Indore,Mobile,0,2024-03-20 03:57:44,97942.9,2651.84,,0,402.0,0.31515853143477734,0,10,117.19162428956027,0,LOW,0
TXN100764,CUST10123,998.3,POS,Crypto Exchange,2024-07-16 13:18:38,Pune,Pune,Desktop,0,2024-07-15 14:19:38,20118.68,1022.56,,0,1379.0,0.9762752307933031,0,13,20.152939997996594,20,LOW,0
TXN105019,CUST10265,2408.89,ATM,Travel,2024-12-30 21:51:17,Hyderabad,Hyderabad,Mobile,0,2024-12-30 04:02:17,8466.09,3890.57,,0,1069.0,0.6191612026001331,0,21,3.5145191353694027,0,LOW,0
TXN104903,CUST10447,6999.97,Online,Travel,2024-08-18 16:47:31,Bhopal,Bhopal,Desktop,0,2024-08-18 04:53:31,86093.67,9495.67,,0,714.0,0.7371749439481364,0,16,12.299148424921821,0,LOW,0
TXN108093,CUST10157,5935.11,Online,Pharmacy,2024-03-23 14:00:59,Delhi,Delhi,Mobile,0,2024-03-23 00:45:59,30698.01,8660.91,,0,795.0,0.6852755657315455,0,14,5.1722731339436,0,LOW,0
TXN106843,CUST10559,3321.87,UPI,Clothing,2024-04-28 16:50:18,Tokyo,Pune,Desktop,1,2024-04-28 04:48:18,81578.44,2301.51,,0,722.0,1.4433437178200397,1,16,24.55798691700759,30,LOW,0
TXN102165,CUST10967,81713.55,POS,Restaurant,2024-09-30 07:58:34,Surat,Surat,Desktop,0,2024-09-30 05:38:34,10292.88,43183.42,,0,140.0,1.8922435971954052,0,7,0.12596295228881868,20,LOW,0
TXN101862,CUST10966,563.5,UPI,Electronics,2024-01-10 10:18:42,Delhi,Delhi,ATM Terminal,0,2024-01-10 04:19:42,31971.89,1034.45,,0,359.0,0.5447339165740248,0,10,56.7380479148181,0,LOW,0
TXN107850,CUST10023,1286.71,UPI,Luxury,2024-05-27 17:35:10,Nagpur,Bangalore,Desktop,0,2024-05-26 22:41:10,96265.95,1040.27,,0,1134.0,1.2369000355676891,1,17,74.81557615935215,25,LOW,0
TXN109123,CUST10773,356.23,POS,Travel,2024-04-29 08:54:15,Chennai,Chennai,Desktop,0,2024-04-29 03:40:15,44364.84,545.63,,0,314.0,0.6528783241390687,0,8,124.53987592285881,0,LOW,0
TXN102340,CUST10138,3580.99,POS,Entertainment,2024-03-17 16:21:40,Chennai,Chennai,Mobile,0,2024-03-17 06:53:40,14380.18,2295.88,,0,568.0,1.559746153980173,0,16,4.015699569113569,0,LOW,0
TXN105527,CUST10396,1465.39,Online,Electronics,2024-09-04 08:39:59,Ahmedabad,Ahmedabad,Desktop,0,2024-09-03 16:39:59,9880.66,2504.63,,0,960.0,0.5850724458303223,0,8,6.742682835286169,0,LOW,0
TXN106743,CUST10172,1061.99,ATM,Gaming,2024-01-12 14:18:32,Ahmedabad,Ahmedabad,Mobile,0,2024-01-11 19:30:32,35837.14,1027.37,,0,1128.0,1.0336976941121505,0,14,33.745270671098595,10,LOW,0
TXN104003,CUST10122,276.73,Online,Fuel,2024-09-03 10:13:57,Lucknow,Lucknow,Desktop,0,2024-09-03 09:19:57,25752.46,428.22,,0,54.0,0.6462332445939003,0,10,93.05987785928521,0,LOW,0
TXN101123,CUST10001,61014.47,IMPS,Electronics,2024-04-11 03:16:09,Pune,Jaipur,Desktop,0,2024-04-08 03:29:09,146784.73,3933.27,spike,1,4307.0,15.512403165813687,1,3,2.405736376961072,60,MEDIUM,0
TXN108709,CUST10223,2439.5,POS,Entertainment,2024-02-25 09:49:54,Patna,Patna,Tablet,0,2024-02-24 13:41:54,18330.84,2807.13,,0,1208.0,0.8690370592028156,0,9,7.5141791350686615,0,LOW,0
TXN104049,CUST10204,1399.68,UPI,Fuel,2024-01-28 09:06:30,Lucknow,Lucknow,ATM Terminal,0,2024-01-27 16:16:30,66376.88,2088.82,,0,1010.0,0.6700816729062341,0,9,47.422896662094196,0,LOW,0
TXN107640,CUST10511,2706.88,Online,Luxury,2024-11-11 20:13:59,Pune,Pune,ATM Terminal,0,2024-11-11 14:10:59,266052.25,1755.97,,0,363.0,1.5415297527862093,0,20,98.2874194644757,10,LOW,0
