transaction_id,customer_id,transaction_amount,transaction_type,merchant_category,transaction_time,transaction_location,customer_home_location,device_type,is_international,previous_transaction_time,account_balance,customer_avg_spend,fraud_pattern,is_fraud
TXN102927,CUST11139,5078.62,ATM,Crypto Exchange,2024-05-03 18:03:48,Chennai,Chennai,Mobile,0,2024-05-03 01:16:48,66930.8,4022.16,,0
TXN108178,CUST10194,2747.13,POS,Electronics,2024-03-08 13:53:22,Indore,Indore,Mobile,0,2024-03-07 21:48:22,15316.44,5656.21,,0
TXN100971,CUST10214,3729.48,ATM,Restaurant,2024-02-19 08:21:41,Hyderabad,Hyderabad,Tablet,0,2024-02-18 20:35:41,7220.34,6438.88,,0
TXN106687,CUST11030,3212.27,Online,Travel,2024-06-23 10:54:40,Jaipur,Kochi,Mobile,0,2024-06-23 07:40:40,37218.61,5019.46,,0
TXN108575,CUST10865,990.1,Online,Electronics,2024-06-08 13:49:53,Delhi,Mumbai,ATM Terminal,0,2024-06-08 10:02:53,28330.48,1382.77,,0
TXN102020,CUST10444,5706.3,UPI,Clothing,2024-05-08 18:57:38,Kolkata,Kolkata,Mobile,0,2024-05-07 22:25:38,126297.44,3673.08,,0
TXN109054,CUST10685,4390.25,UPI,Electronics,2024-06-17 20:02:32,Bangalore,Bangalore,Mobile,0,2024-06-17 19:55:32,8203.44,1469.19,velocity,1
TXN100952,CUST10331,1327.46,ATM,Restaurant,2024-05-20 14:17:29,Lucknow,Surat,Mobile,0,2024-05-20 03:08:29,14992.01,1738.36,,0
TXN105359,CUST10284,301.23,Online,Grocery,2024-01-15 13:18:39,Nagpur,Nagpur,Desktop,0,2024-01-15 13:02:39,18399.66,191.53,,0
TXN103857,CUST10166,1495.3,POS,Travel,2024-05-30 19:08:47,Bhopal,Bhopal,POS Terminal,0,2024-05-30 11:24:47,17346.99,1980.22,,0
TXN105861,CUST10075,6889.67,IMPS,Travel,2024-09-05 07:20:26,Pune,Pune,Mobile,0,2024-09-05 05:33:26,37747.08,2442.05,,0
TXN103145,CUST10092,2261.01,Online,Travel,2024-09-27 14:17:22,Bhopal,Bhopal,ATM Terminal,0,2024-09-27 00:20:22,77738.11,1382.77,,0
TXN103305,CUST10257,1048.42,Online,Restaurant,2024-06-24 20:13:55,Bangalore,Bangalore,Mobile,0,2024-06-24 19:15:55,59273.23,904.95,,0
TXN103006,CUST10126,26130.76,POS,Clothing,2024-06-25 14:12:02,Surat,Surat,Desktop,0,2024-06-25 00:27:02,131366.56,23076.9,,0
TXN109001,CUST11125,974.64,Online,Travel,2024-09-14 13:51:12,Kolkata,Kolkata,Mobile,0,2024-09-14 06:55:12,167204.98,1551.44,,0
TXN107770,CUST10755,876.23,POS,Restaurant,2024-01-22 01:26:08,Chennai,Chennai,POS Terminal,0,2024-01-21 21:26:08,35277.02,459.42,,0
TXN107438,CUST10734,103.83,UPI,Grocery,2024-12-29 15:17:46,Delhi,Delhi,Tablet,0,2024-12-28 23:28:46,53429.77,430.5,,0
TXN107942,CUST10155,2622.43,POS,Grocery,2024-07-28 07:29:16,Chennai,Chennai,POS Terminal,0,2024-07-28 01:15:16,124395.7,1392.4,,0
TXN109238,CUST10561,4106.83,ATM,Crypto Exchange,2024-03-12 06:03:09,Hyderabad,Hyderabad,Mobile,0,2024-03-11 12:03:09,10246.43,3891.21,,0
TXN101056,CUST11112,1492.01,ATM,Clothing,2024-08-12 12:26:35,Bangalore,Bangalore,Desktop,0,2024-08-11 14:57:35,142728.61,829.44,,0
TXN103154,CUST10183,1771.33,POS,Grocery,2024-08-24 00:04:49,Hyderabad,Hyderabad,Tablet,0,2024-08-23 08:30:49,44485.18,2365.89,,0
TXN103787,CUST10579,4287.09,Online,Crypto Exchange,2024-01-21 02:46:02,Delhi,Delhi,POS Terminal,0,2024-01-20 17:22:02,27011.35,5872.99,,0
TXN109189,CUST10736,1876.07,POS,Pharmacy,2024-12-05 17:48:35,Nagpur,Nagpur,Mobile,0,2024-12-05 11:05:35,45611.67,1539.45,,0
TXN107825,CUST10714,1962.5,Online,Restaurant,2024-10-03 06:45:31,Mumbai,Mumbai,Mobile,0,2024-10-02 18:15:31,20188.67,1386.44,,0
TXN107539,CUST10944,900.76,Online,Fuel,2024-01-05 18:43:18,Nagpur,Delhi,Mobile,0,2024-01-04 20:19:18,32378.8,1023.92,,0
TXN107231,CUST10894,835.75,ATM,Clothing,2024-03-20 10:39:44,Indore,Indore,Mobile,0,2024-03-20 03:57:44,97942.9,2651.84,,0
TXN100764,CUST10123,998.3,POS,Crypto Exchange,2024-07-16 13:18:38,Pune,Pune,Desktop,0,2024-07-15 14:19:38,20118.68,1022.56,,0
TXN105019,CUST10265,2408.89,ATM,Travel,2024-12-30 21:51:17,Hyderabad,Hyderabad,Mobile,0,2024-12-30 04:02:17,8466.09,3890.57,,0
TXN104903,CUST10447,6999.97,Online,Travel,2024-08-18 16:47:31,Bhopal,Bhopal,Desktop,0,2024-08-18 04:53:31,86093.67,9495.67,,0
TXN108093,CUST10157,5935.11,Online,Pharmacy,2024-03-23 14:00:59,Delhi,Delhi,Mobile,0,2024-03-23 00:45:59,30698.01,8660.91,,0
TXN106843,CUST10559,3321.87,UPI,Clothing,2024-04-28 16:50:18,Tokyo,Pune,Desktop,1,2024-04-28 04:48:18,81578.44,2301.51,,0
TXN102165,CUST10967,81713.55,POS,Restaurant,2024-09-30 07:58:34,Surat,Surat,Desktop,0,2024-09-30 05:38:34,10292.88,43183.42,,0
TXN101862,CUST10966,563.5,UPI,Electronics,2024-01-10 10:18:42,Delhi,Delhi,ATM Terminal,0,2024-01-10 04:19:42,31971.89,1034.45,,0
TXN107850,CUST10023,1286.71,UPI,Luxury,2024-05-27 17:35:10,Nagpur,Bangalore,Desktop,0,2024-05-26 22:41:10,96265.95,1040.27,,0
TXN109123,CUST10773,356.23,POS,Travel,2024-04-29 08:54:15,Chennai,Chennai,Desktop,0,2024-04-29 03:40:15,44364.84,545.63,,0
TXN102340,CUST10138,3580.99,POS,Entertainment,2024-03-17 16:21:40,Chennai,Chennai,Mobile,0,2024-03-17 06:53:40,14380.18,2295.88,,0
TXN105527,CUST10396,1465.39,Online,Electronics,2024-09-04 08:39:59,Ahmedabad,Ahmedabad,Desktop,0,2024-09-03 16:39:59,9880.66,2504.63,,0
TXN106743,CUST10172,1061.99,ATM,Gaming,2024-01-12 14:18:32,Ahmedabad,Ahmedabad,Mobile,0,2024-01-11 19:30:32,35837.14,1027.37,,0
TXN104003,CUST10122,276.73,Online,Fuel,2024-09-03 10:13:57,Lucknow,Lucknow,Desktop,0,2024-09-03 09:19:57,25752.46,428.22,,0
TXN101123,CUST10001,61014.47,IMPS,Electronics,2024-04-11 03:16:09,Pune,Jaipur,Desktop,0,2024-04-08 03:29:09,146784.73,3933.27,spike,1
TXN108709,CUST10223,2439.5,POS,Entertainment,2024-02-25 09:49:54,Patna,Patna,Tablet,0,2024-02-24 13:41:54,18330.84,2807.13,,0
TXN104049,CUST10204,1399.68,UPI,Fuel,2024-01-28 09:06:30,Lucknow,Lucknow,ATM Terminal,0,2024-01-27 16:16:30,66376.88,2088.82,,0
TXN107640,CUST10511,2706.88,Online,Luxury,2024-11-11 20:13:59,Pune,Pune,ATM Terminal,0,2024-11-11 14:10:59,266052.25,1755.97,,0
TXN100765,CUST10960,312.27,Online,Electronics,2024-08-03 19:43:48,Patna,Patna,Mobile,0,2024-08-03 02:37:48,90654.37,168.15,,0
TXN102344,CUST10840,3739.39,ATM,Crypto Exchange,2024-11-21 17:18:01,Kochi,Kochi,ATM Terminal,0,2024-11-20 19:19:01,26770.32,2935.04,,0
TXN104071,CUST10115,926.23,POS,Grocery,2024-11-22 08:06:50,Kolkata,Kolkata,Desktop,0,2024-11-21 14:35:50,57865.32,752.62,,0
TXN107216,CUST10923,4757.63,Online,Restaurant,2024-03-01 11:46:43,Mumbai,Mumbai,Mobile,0,2024-02-29 19:12:43,15869.31,8257.27,,0
TXN104216,CUST11113,10605.56,UPI,Utilities,2024-08-22 17:13:48,Surat,Surat,Mobile,0,2024-08-22 13:57:48,16277.97,9932.06,,0
TXN107952,CUST10776,412.15,UPI,Gaming,2024-05-14 12:36:54,Lucknow,Lucknow,Mobile,0,2024-05-14 04:22:54,12322.66,630.44,,0
TXN105970,CUST10296,5300.8,ATM,Grocery,2024-02-07 16:44:09,Kolkata,Kolkata,Desktop,0,2024-02-07 15:16:09,56234.02,3212.41,,0
TXN103350,CUST10023,1413.01,POS,Travel,2024-01-11 09:57:05,Bangalore,Bangalore,ATM Terminal,0,2024-01-10 20:12:05,115090.91,1040.27,,0
TXN104695,CUST11065,2912.79,UPI,Electronics,2024-07-05 07:22:15,Kolkata,Kolkata,Mobile,0,2024-07-05 03:47:15,31712.93,3060.0,,0
TXN103399,CUST10642,260.62,UPI,Travel,2024-03-14 07:20:28,Lucknow,Lucknow,Mobile,0,2024-03-13 17:10:28,10846.61,704.02,,0
TXN104081,CUST10077,8474.92,Online,Entertainment,2024-04-14 08:04:41,Ahmedabad,Nagpur,Mobile,0,2024-04-13 21:48:41,14717.37,2570.07,,0
TXN109149,CUST10926,1235.51,ATM,Gaming,2024-07-16 08:19:10,New York,Kochi,Mobile,1,2024-07-16 06:33:10,1631.24,431.66,location_mismatch,1
TXN101224,CUST10097,6721.71,UPI,Grocery,2024-03-26 11:15:01,Pune,Pune,Tablet,0,2024-03-26 01:59:01,62126.23,2225.68,,0
TXN106292,CUST11010,1546.98,Online,Pharmacy,2024-04-28 11:38:03,Bhopal,Bhopal,ATM Terminal,0,2024-04-27 18:34:03,59518.23,1942.87,,0
TXN103122,CUST10429,603.27,ATM,Utilities,2024-12-28 02:12:43,Hyderabad,Hyderabad,Mobile,0,2024-12-27 09:04:43,65655.04,932.0,,0
TXN100510,CUST10180,6341.58,POS,Entertainment,2024-11-15 14:26:24,Jaipur,Jaipur,Desktop,0,2024-11-15 04:53:24,207527.85,3371.85,,0
TXN105794,CUST10363,2566.29,Online,Clothing,2024-07-22 08:54:07,Jaipur,Jaipur,Desktop,0,2024-07-21 11:53:07,57112.57,1848.48,,0
TXN108181,CUST10068,438.91,ATM,Restaurant,2024-09-16 10:32:51,Kolkata,Ahmedabad,Desktop,0,2024-09-16 01:47:51,33522.49,706.34,,0
TXN109417,CUST10894,4858.73,IMPS,Restaurant,2024-11-15 18:20:32,Indore,Indore,POS Terminal,0,2024-11-15 08:57:32,107588.27,2651.84,,0
TXN100096,CUST10932,7415.42,UPI,Entertainment,2024-03-06 06:47:16,Lucknow,Lucknow,POS Terminal,0,2024-03-05 08:22:16,8539.19,8649.08,,0
TXN106681,CUST10131,35.23,ATM,Electronics,2024-12-05 15:46:00,Bangalore,Bangalore,Tablet,0,2024-12-04 19:20:00,13714.02,36.98,,0
TXN101512,CUST10712,1175.23,POS,Fuel,2024-12-03 10:03:07,Bangalore,Bangalore,Desktop,0,2024-12-02 10:31:07,3736.73,516.06,,0
TXN108791,CUST10506,11483.87,UPI,Grocery,2024-03-07 13:29:48,Patna,Patna,Desktop,0,2024-03-06 18:24:48,21440.35,21814.13,,0
TXN100119,CUST10064,1369.35,POS,Gaming,2024-08-09 14:42:46,Mumbai,Mumbai,Tablet,0,2024-08-08 19:34:46,17322.81,2037.71,,0
TXN107791,CUST10348,1503.09,UPI,Restaurant,2024-05-28 12:04:26,Patna,Patna,ATM Terminal,0,2024-05-27 18:55:26,7734.42,2674.08,,0
TXN106517,CUST10241,146.76,POS,Electronics,2024-10-15 12:30:43,Frankfurt,Indore,Mobile,1,2024-10-14 13:27:43,46689.41,263.03,,0
TXN100033,CUST10704,752.43,Online,Travel,2024-09-18 12:23:03,Bhopal,Bhopal,Mobile,0,2024-09-17 16:43:03,32893.39,1227.56,,0
TXN107887,CUST10959,1187.25,UPI,Pharmacy,2024-02-14 18:25:27,Bhopal,Chennai,Mobile,0,2024-02-14 08:14:27,26500.88,1477.68,,0
TXN106830,CUST10117,37318.86,POS,Fuel,2024-05-31 13:32:20,Bangalore,Bangalore,Desktop,0,2024-05-31 12:47:20,60063.14,23688.21,,0
TXN105421,CUST10679,272.39,ATM,Entertainment,2024-01-02 10:05:08,Delhi,Delhi,POS Terminal,0,2024-01-01 11:55:08,51470.1,306.53,,0
TXN101068,CUST11079,4776.69,ATM,Grocery,2024-05-11 06:01:56,Delhi,Bangalore,Tablet,0,2024-05-10 11:53:56,50814.21,8416.7,,0
TXN101347,CUST10092,588.92,ATM,Electronics,2024-04-20 08:08:25,Delhi,Bhopal,ATM Terminal,0,2024-04-20 05:12:25,84100.37,1382.77,,0
TXN104747,CUST10866,920.65,Online,Clothing,2024-05-14 08:24:39,Hyderabad,Hyderabad,ATM Terminal,0,2024-05-13 22:06:39,19530.47,1766.4,,0
TXN106005,CUST10263,529.31,POS,Crypto Exchange,2024-09-04 06:58:53,Paris,Mumbai,Mobile,1,2024-09-03 19:36:53,44944.06,256.45,,0
TXN106039,CUST10698,1115.16,Online,Gaming,2024-10-05 17:57:51,Mumbai,Mumbai,POS Terminal,0,2024-10-05 12:45:51,16165.98,359.05,,0
TXN103817,CUST10541,498.1,ATM,Gaming,2024-02-14 09:55:20,Bhopal,Bhopal,Tablet,0,2024-02-13 19:30:20,204960.18,1229.1,,0
TXN108446,CUST10034,2360.81,ATM,Fuel,2024-08-16 16:20:07,Delhi,Delhi,Tablet,0,2024-08-15 17:52:07,22789.0,2790.46,,0
TXN105269,CUST10962,33324.1,Online,Restaurant,2024-12-28 15:35:49,Kochi,Kochi,POS Terminal,0,2024-12-28 05:37:49,12343.54,21783.31,,0
TXN106897,CUST10185,1474.83,POS,Grocery,2024-04-07 14:20:24,Bhopal,Bhopal,Desktop,0,2024-04-06 19:19:24,58530.92,1862.01,,0
TXN105309,CUST10597,263.52,NEFT,Fuel,2024-09-23 05:17:02,Nagpur,Nagpur,Mobile,0,2024-09-22 20:25:02,59834.51,267.31,,0
TXN100031,CUST11068,27435.2,Online,Crypto Exchange,2024-01-06 02:10:31,New York,Jaipur,Tablet,1,2024-01-06 01:19:31,34399.94,2043.11,location_mismatch,1
TXN105674,CUST10144,3318.94,Online,Fuel,2024-06-06 13:48:17,Jaipur,Jaipur,Desktop,0,2024-06-06 03:29:17,16756.01,2533.08,,0
TXN104386,CUST11176,2433.16,UPI,Pharmacy,2024-09-05 12:57:10,Chennai,Chennai,Desktop,0,2024-09-05 11:01:10,8633.55,4106.32,,0
TXN100029,CUST10466,163.13,ATM,Gaming,2024-11-20 11:48:53,Lucknow,Lucknow,Mobile,0,2024-11-20 03:35:53,4584.54,318.11,,0
TXN104202,CUST10367,5889.11,Online,Crypto Exchange,2024-11-15 19:10:36,Bhopal,Bhopal,Mobile,0,2024-11-15 13:23:36,57412.21,6216.65,,0
TXN107507,CUST10886,659.46,Online,Utilities,2024-10-06 09:47:26,Pune,Pune,Mobile,0,2024-10-05 17:08:26,47268.81,856.47,,0
TXN100735,CUST10622,516.16,Online,Crypto Exchange,2024-10-23 16:39:09,Sydney,Lucknow,Tablet,1,2024-10-23 16:05:09,12173.04,829.54,,0
TXN102067,CUST10256,13980.85,UPI,Electronics,2024-04-11 12:43:00,Bhopal,Bhopal,Desktop,0,2024-04-11 12:20:00,25813.13,1357.31,high_value,1
